locus_tag,gene,product,start,end,strand
SPN23F_RS10030,,hypothetical protein,1905670,1906290,-
SPN23F_RS10035,,helix-turn-helix domain-containing protein,1906673,1907536,-
SPN23F_RS14140,,PhrA family quorum-sensing system peptide,1907728,1907898,+
SPN23F_RS10045,pneA1,two-peptide bacteriocin subunit PneA1,1908001,1908225,+
SPN23F_RS10050,pneA2,two-peptide bacteriocin subunit PneA2,1908232,1908420,+
SPN23F_RS10055,,type 2 lanthipeptide synthetase LanM family protein,1908536,1911526,+
SPN23F_RS10060,,flavodoxin family protein,1911876,1912580,+
SPN23F_RS10065,,M50 family metallopeptidase,1912561,1913490,+
SPN23F_RS10070,,peptidase domain-containing ABC transporter,1913487,1915595,+
SPN23F_RS10075,,S8 family peptidase,1915619,1917358,+
SPN23F_RS10080,,DUF1430 domain-containing protein,1917409,1918176,+
SPN23F_RS10085,,ABC transporter ATP-binding protein,1918178,1918810,+
SPN23F_RS10095,ndk,nucleoside-diphosphate kinase,1919755,1920168,-
SPN23F_RS10100,rpoC,DNA-directed RNA polymerase subunit beta',1920279,1923956,-
SPN23F_RS10105,rpoB,DNA-directed RNA polymerase subunit beta,1923989,1927600,-
SPN23F_RS10115,,hemolysin family protein,1928284,1929615,-
SPN23F_RS10120,endA,DNA-entry nuclease EndA,1929844,1930668,-
SPN23F_RS10125,,DNA-directed RNA polymerase subunit beta,1930707,1930895,-
SPN23F_RS10130,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,1930888,1932171,-
SPN23F_RS10135,,DUF1146 family protein,1932195,1932425,-
SPN23F_RS10140,,SepM family pheromone-processing serine protease,1932483,1933520,-
SPN23F_RS10145,coaD,pantetheine-phosphate adenylyltransferase,1933504,1933992,-
SPN23F_RS10150,rsmD,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD,1933982,1934521,-
SPN23F_RS10155,asnA,aspartate--ammonia ligase,1934586,1935578,-
SPN23F_RS10165,,Bax inhibitor-1/YccA family protein,1935690,1936373,-
SPN23F_RS10170,,TrmH family RNA methyltransferase,1936429,1937169,-
SPN23F_RS10175,,acylphosphatase,1937203,1937481,+
SPN23F_RS10180,yidC,membrane protein insertase YidC,1937559,1938485,+
SPN23F_RS10185,pflA,pyruvate formate-lyase-activating protein,1938560,1939354,-
SPN23F_RS10190,,diaminopimelate decarboxylase,1939480,1940730,-
SPN23F_RS10195,purR,pur operon repressor,1940797,1941624,-
SPN23F_RS10200,,3'-5' exoribonuclease YhaM family protein,1941891,1942832,-
SPN23F_RS10205,,DNA recombination protein RmuC,1942822,1944078,-
SPN23F_RS10210,,thiamine diphosphokinase,1944080,1944742,-
SPN23F_RS10215,rpe,ribulose-phosphate 3-epimerase,1944705,1945361,-
SPN23F_RS10220,rsgA,ribosome small subunit-dependent GTPase A,1945372,1946250,-
SPN23F_RS10225,rsmA,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA,1946252,1947124,-
SPN23F_RS10230,,hypothetical protein,1947255,1947563,-
SPN23F_RS10235,,ABC transporter ATP-binding protein,1947556,1948197,-
SPN23F_RS10240,,bacteriocin-associated integral membrane family protein,1948199,1950229,-
SPN23F_RS10245,,lactococcin 972 family bacteriocin,1950306,1950602,-
SPN23F_RS10250,,helix-turn-helix transcriptional regulator,1950922,1951821,-
SPN23F_RS10255,rnmV,ribonuclease M5,1951893,1952453,-
SPN23F_RS10260,,TatD family hydrolase,1952453,1953226,-
SPN23F_RS10265,,DUF1542 domain-containing protein,1953531,1954502,-
SPN23F_RS10270,rpmH,50S ribosomal protein L34,1954708,1954842,-
SPN23F_RS10275,,pyridoxal phosphate-dependent aminotransferase,1954987,1956201,-
SPN23F_RS10280,,hypothetical protein,1956357,1956650,-
SPN23F_RS10285,,universal stress protein,1956812,1957264,+
SPN23F_RS10290,,Cof-type HAD-IIB family hydrolase,1957299,1958687,-
SPN23F_RS10295,,asparaginase,1958753,1959715,+
SPN23F_RS10300,ccpA,catabolite control protein A,1959921,1960931,-
SPN23F_RS10305,,response regulator transcription factor,1961356,1961955,-
SPN23F_RS10310,,sensor histidine kinase,1961957,1963054,-
SPN23F_RS10315,,ABC transporter permease,1963054,1963791,-
SPN23F_RS10320,,ABC transporter ATP-binding protein,1963793,1964677,-
SPN23F_RS10325,,hypothetical protein,1964664,1964858,-
SPN23F_RS14000,,hypothetical protein,1964855,1965061,-
SPN23F_RS10405,,sigma-70 RNA polymerase sigma factor region 4 domain-containing protein,1971741,1972220,-
SPN23F_RS10410,nusG,transcription termination/antitermination protein NusG,1972342,1972878,-
SPN23F_RS10415,secE,preprotein translocase subunit SecE,1972933,1973109,-
SPN23F_RS10420,rpmG,50S ribosomal protein L33,1973119,1973271,-
SPN23F_RS10425,pbp2a,penicillin-binding protein PBP2A,1973324,1975519,-
SPN23F_RS10430,,RluA family pseudouridine synthase,1975606,1976481,+
SPN23F_RS10435,gap,type I glyceraldehyde-3-phosphate dehydrogenase,1976549,1977556,-
SPN23F_RS10440,,ABC transporter permease,1977733,1978708,-
SPN23F_RS12695,,IS630 family transposase,1978769,1979615,-
SPN23F_RS10455,nadC,carboxylating nicotinate-nucleotide diphosphorylase,1979746,1980618,-
SPN23F_RS10460,,SLC13 family permease,1980855,1982165,+
SPN23F_RS14275,,hypothetical protein,1982305,1982433,+
SPN23F_RS10465,,ATP-binding cassette domain-containing protein,1982531,1982725,-
SPN23F_RS10470,,GntR family transcriptional regulator,1983185,1983913,-
SPN23F_RS10475,,glycoside hydrolase family 1 protein,1984071,1985480,+
SPN23F_RS10480,,PTS sugar transporter subunit IIC,1985498,1986793,+
SPN23F_RS10485,,PTS sugar transporter subunit IIB,1986798,1987106,+
SPN23F_RS10490,,PTS lactose/cellobiose transporter subunit IIA,1987103,1987411,+
SPN23F_RS10495,adhE,bifunctional acetaldehyde-CoA/alcohol dehydrogenase,1988278,1990929,-
SPN23F_RS10500,,MORN repeat-containing protein,1991229,1991639,-
SPN23F_RS10505,,low molecular weight protein-tyrosine-phosphatase,1991641,1992069,-
SPN23F_RS10510,yajC,preprotein translocase subunit YajC,1992116,1992415,-
SPN23F_RS10515,tkt,transketolase,1992532,1994508,-
SPN23F_RS10520,ulaG,L-ascorbate 6-phosphate lactonase,1994622,1995713,-
SPN23F_RS10525,,BglG family transcription antiterminator,1995825,1997498,-
SPN23F_RS10530,,L-ribulose-5-phosphate 4-epimerase,1997677,1998381,-
SPN23F_RS10535,,L-ribulose-5-phosphate 3-epimerase,1998383,1999241,-
SPN23F_RS10540,,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,1999245,1999910,-
SPN23F_RS10545,,PTS sugar transporter subunit IIA,1999927,2000412,-
SPN23F_RS10550,,PTS sugar transporter subunit IIB,2000489,2000770,-
SPN23F_RS10555,,PTS ascorbate transporter subunit IIC,2000793,2002250,-
SPN23F_RS10560,,hypothetical protein,2002381,2003004,-
SPN23F_RS10565,jag,RNA-binding cell elongation regulator Jag/EloR,2003055,2004041,-
SPN23F_RS10570,,membrane protein insertase YidC,2004060,2004884,-
SPN23F_RS10575,rnpA,ribonuclease P protein component,2004859,2005230,-
SPN23F_RS14145,,hypothetical protein,2005247,2005378,-
SPN23F_RS10580,,acetate kinase,2005379,2006569,-
SPN23F_RS10585,,class I SAM-dependent methyltransferase,2006620,2007573,-
SPN23F_RS12710,,class I SAM-dependent methyltransferase,2007634,2008228,-
SPN23F_RS10600,comGG,competence type IV pilus minor pilin ComGG,2008331,2008777,-
SPN23F_RS10605,comGF,competence type IV pilus minor pilin ComGF,2008755,2009216,-
SPN23F_RS10610,comGE,competence type IV pilus minor pilin ComGE,2009179,2009481,-
SPN23F_RS10615,comGD,competence type IV pilus minor pilin ComGD,2009444,2009848,-
SPN23F_RS10620,comGC,competence type IV pilus major pilin ComGC,2009841,2010167,-
SPN23F_RS10625,comGB,competence type IV pilus assembly protein ComGB,2010169,2011185,-
SPN23F_RS10630,comGA,competence type IV pilus ATPase ComGA,2011133,2012074,-
SPN23F_RS10635,,DUF1033 family protein,2012150,2012515,-
SPN23F_RS10640,,zinc-dependent alcohol dehydrogenase family protein,2012666,2013724,-
SPN23F_RS10645,nagA,N-acetylglucosamine-6-phosphate deacetylase,2013887,2015038,-
SPN23F_RS10650,,acyltransferase family protein,2015191,2017008,-
SPN23F_RS10655,tgt,tRNA guanosine(34) transglycosylase Tgt,2017109,2018251,-
SPN23F_RS10660,,DUF975 family protein,2018381,2019238,+
SPN23F_RS10665,pcp,pyroglutamyl-peptidase I,2019266,2019910,-
SPN23F_RS10670,,DUF1304 domain-containing protein,2020017,2020376,-
SPN23F_RS10675,,MarR family winged helix-turn-helix transcriptional regulator,2020387,2020812,-
SPN23F_RS10680,,LysM peptidoglycan-binding domain-containing protein,2021132,2022244,-
SPN23F_RS10685,,HAD family hydrolase,2022410,2023030,-
SPN23F_RS10690,,MATE family efflux transporter,2023034,2024314,-
SPN23F_RS10695,thrC,threonine synthase,2024375,2025859,-
SPN23F_RS10700,,glutamyl-tRNA synthetase,2025935,2027212,-
SPN23F_RS10785,,cytidine deaminase family protein,2033679,2034110,-
SPN23F_RS10790,gltX,glutamate--tRNA ligase,2034124,2035584,-
SPN23F_RS10795,,glucose-6-phosphate isomerase,2035708,2037057,-
SPN23F_RS10800,,hypothetical protein,2037044,2037223,-
SPN23F_RS10805,,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein,2037227,2037916,-
SPN23F_RS10810,patB,multidrug efflux ABC transporter subunit PatB,2038055,2039821,-
SPN23F_RS14010,,transposase,2040013,2040467,+
SPN23F_RS10820,patA,multidrug efflux ABC transporter subunit PatA,2040612,2042306,-
SPN23F_RS10825,mutS,DNA mismatch repair protein MutS,2042453,2044987,-
SPN23F_RS10830,argR,arginine repressor,2045038,2045484,-
SPN23F_RS10835,argS,arginine--tRNA ligase,2045620,2047311,+
SPN23F_RS12720,,transposase family protein,2047626,2048165,-
SPN23F_RS10850,,cupin domain-containing protein,2048160,2048636,+
SPN23F_RS10855,,response regulator transcription factor,2048720,2049427,+
SPN23F_RS10860,pnpS,two-component system histidine kinase PnpS,2049428,2050759,+
SPN23F_RS10865,,substrate-binding domain-containing protein,2050926,2051801,+
SPN23F_RS10870,pstC,phosphate ABC transporter permease subunit PstC,2051919,2052782,+
SPN23F_RS10875,pstA,phosphate ABC transporter permease PstA,2052775,2053590,+
SPN23F_RS10880,pstB,phosphate ABC transporter ATP-binding protein PstB,2053592,2054344,+
SPN23F_RS10885,phoU,phosphate signaling complex protein PhoU,2054359,2055009,+
SPN23F_RS10890,,transposase,2055050,2055493,+
SPN23F_RS10895,,helix-turn-helix domain-containing protein,2055616,2056056,-
SPN23F_RS10900,,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,2056268,2057284,+
SPN23F_RS10905,galU,UTP--glucose-1-phosphate uridylyltransferase GalU,2057306,2058205,+
SPN23F_RS10910,,rhomboid family intramembrane serine protease,2058277,2058954,-
SPN23F_RS10915,,5-formyltetrahydrofolate cyclo-ligase,2058938,2059477,-
SPN23F_RS10920,,N-acetyldiaminopimelate deacetylase,2059489,2060619,-
SPN23F_RS10925,dapD,2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-acetyltransferase,2060687,2061385,-
SPN23F_RS10930,,DMT family transporter,2061615,2062526,-
SPN23F_RS10935,pbp1b,penicillin-binding protein PBP1B,2062591,2065056,-
SPN23F_RS10940,tyrS,tyrosine--tRNA ligase,2065198,2066454,+
SPN23F_RS10945,,heavy metal translocating P-type ATPase,2066532,2068595,-
SPN23F_RS10950,,DUF6110 family protein,2068597,2068875,-
SPN23F_RS10955,,putative RNA methyltransferase,2069027,2069875,+
SPN23F_RS14015,,hypothetical protein,2070214,2070420,-
SPN23F_RS10965,,membrane protein,2070497,2071069,+
SPN23F_RS10975,,glycogen/starch/alpha-glucan phosphorylase,2072113,2074371,-
SPN23F_RS10980,malQ,4-alpha-glucanotransferase,2074397,2075929,-
SPN23F_RS10985,,maltodextrin ABC transporter substrate-binding protein,2076464,2077735,+
SPN23F_RS10990,,carbohydrate ABC transporter permease,2077846,2079138,+
SPN23F_RS10995,,sugar ABC transporter permease,2079140,2079982,+
SPN23F_RS11000,,DUF1189 domain-containing protein,2080235,2081035,+
SPN23F_RS11005,,LacI family DNA-binding transcriptional regulator,2081045,2082031,+
SPN23F_RS11010,,ISL3 family transposase,2082216,2083472,-
SPN23F_RS14020,,hypothetical protein,2083608,2084153,+
SPN23F_RS11020,,YitT family protein,2084195,2085136,-
SPN23F_RS11025,aspS,aspartate--tRNA ligase,2085114,2086877,-
SPN23F_RS14025,,hypothetical protein,2086996,2087232,-
SPN23F_RS11035,,hypothetical protein,2087274,2087504,-
SPN23F_RS11040,,CPBP family intramembrane glutamic endopeptidase,2087522,2088163,-
SPN23F_RS11045,,DUF3169 family protein,2088175,2088897,-
SPN23F_RS11050,,hypothetical protein,2088900,2089097,-
SPN23F_RS11055,,helix-turn-helix transcriptional regulator,2089097,2089303,-
SPN23F_RS11060,,hypothetical protein,2089313,2089777,-
SPN23F_RS14030,,hypothetical protein,2089777,2089968,-
SPN23F_RS11070,hisS,histidine--tRNA ligase,2089965,2091254,-
SPN23F_RS11075,,MFS transporter,2091332,2092579,-
SPN23F_RS11080,,IS1380-like element ISSpn5 family transposase,2092796,2094142,+
SPN23F_RS11085,rgg,quorum-sensing system transcriptional regulator Rgg,2094478,2095329,-
SPN23F_RS11090,,IS30-like element ISSpn8 family transposase,2095382,2096335,-
SPN23F_RS11095,,metal-sulfur cluster assembly factor,2096698,2097039,+
SPN23F_RS11100,ilvD,dihydroxy-acid dehydratase,2097248,2098951,-
SPN23F_RS11105,,transketolase family protein,2099184,2100116,-
SPN23F_RS11110,,transketolase,2100113,2100970,-
SPN23F_RS11115,,PTS ascorbate transporter subunit IIC,2100974,2102320,-
SPN23F_RS11120,,PTS sugar transporter subunit IIB,2102333,2102617,-
SPN23F_RS11125,,BglG family transcription antiterminator,2102621,2104651,-
SPN23F_RS11130,,SPFH domain-containing protein,2104842,2105849,+
SPN23F_RS11135,,type II toxin-antitoxin system antitoxin,2105852,2106052,+
SPN23F_RS11140,rpmF,50S ribosomal protein L32,2106204,2106386,+
SPN23F_RS11145,rpmG,50S ribosomal protein L33,2106402,2106551,+
SPN23F_RS11150,,ISL3-like element IS1167A family transposase,2107133,2108389,+
SPN23F_RS11155,pcpA,choline-binding protein PcpA,2108466,2110451,-
SPN23F_RS11160,,AlbA family DNA-binding domain-containing protein,2110787,2110969,+
SPN23F_RS12745,,transposase family protein,2110914,2111625,+
SPN23F_RS11175,,IS1096 element passenger TnpR family protein,2111695,2112018,-
SPN23F_RS11180,,beta-N-acetylhexosaminidase,2112435,2114315,-
SPN23F_RS11185,,ROK family protein,2114309,2115178,-
SPN23F_RS11190,,alpha-mannosidase,2115262,2117907,-
SPN23F_RS11195,,glycoside hydrolase family 125 protein,2117998,2119278,-
SPN23F_RS11200,,GH92 family glycosyl hydrolase,2119449,2121533,+
SPN23F_RS11205,,alpha-L-fucosidase,2121573,2123252,-
SPN23F_RS11210,arcA,arginine deiminase,2124008,2125237,+
SPN23F_RS11215,argF,ornithine carbamoyltransferase,2125295,2126311,+
SPN23F_RS11220,arcC,carbamate kinase,2126476,2127423,+
SPN23F_RS11225,,YfcC family protein,2127634,2129145,+
SPN23F_RS11230,,dipeptidase,2129167,2130498,+
SPN23F_RS14280,,transposase,2130593,2130668,+
SPN23F_RS11240,,ZmpA/ZmpB/ZmpC family metallo-endopeptidase,2130904,2131194,-
SPN23F_RS11245,,YSIRK-type signal peptide-containing protein,2131182,2131433,-
SPN23F_RS11250,,SPFH domain-containing protein,2131831,2132715,-
SPN23F_RS11255,,iron-containing alcohol dehydrogenase,2132860,2134011,-
SPN23F_RS11260,,L-fucose isomerase,2134157,2135923,-
SPN23F_RS11265,,glycosyl hydrolase family 98 C-terminal domain-containing protein,2135980,2139096,-
SPN23F_RS11270,,glycoside hydrolase family 95 protein,2139106,2141400,-
SPN23F_RS11275,,PTS system mannose/fructose/sorbose family transporter subunit IID,2141459,2142259,-
SPN23F_RS11280,,PTS mannose/fructose/sorbose/N-acetylgalactosamine transporter subunit IIC,2142256,2143029,-
SPN23F_RS11285,,PTS sugar transporter subunit IIB,2143054,2143524,-
SPN23F_RS11290,,PTS sugar transporter subunit IIA,2143515,2143946,-
SPN23F_RS11295,,RbsD/FucU family protein,2143939,2144379,-
SPN23F_RS11300,,L-fuculose-phosphate aldolase,2144391,2145029,-
SPN23F_RS11305,,rhamnulokinase,2145144,2146547,-
SPN23F_RS11310,,DeoR/GlpR family DNA-binding transcription regulator,2146723,2147496,+
SPN23F_RS11315,adcA,zinc ABC transporter substrate-binding lipoprotein AdcA,2148625,2150130,-
SPN23F_RS11320,,metal ABC transporter permease,2150140,2150946,-
SPN23F_RS11325,,metal ABC transporter ATP-binding protein,2150939,2151643,-
SPN23F_RS11330,adcR,zinc-dependent transcriptional regulator AdcR,2151643,2152083,-
SPN23F_RS11335,dltD,D-alanyl-lipoteichoic acid biosynthesis protein DltD,2152238,2153506,-
SPN23F_RS11340,dltC,D-alanine--poly(phosphoribitol) ligase subunit DltC,2153499,2153738,-
SPN23F_RS11345,dltB,D-alanyl-lipoteichoic acid biosynthesis protein DltB,2153752,2154996,-
SPN23F_RS11350,dltA,D-alanine--poly(phosphoribitol) ligase subunit DltA,2154993,2156543,-
SPN23F_RS11355,,teichoic acid D-Ala incorporation-associated protein DltX,2156564,2156695,-
SPN23F_RS11360,,ryptide export MFS transporter,2157009,2158187,-
SPN23F_RS14035,ltrA,group II intron reverse transcriptase/maturase,2158643,2159918,-
SPN23F_RS14235,,hypothetical protein,2160676,2160873,-
SPN23F_RS11380,,hypothetical protein,2161027,2161614,+
SPN23F_RS11385,,hypothetical protein,2161701,2161904,-
SPN23F_RS11390,,MIP/aquaporin family protein,2162201,2162905,-
SPN23F_RS11395,glpO,type 1 glycerol-3-phosphate oxidase,2162975,2164801,-
SPN23F_RS11400,glpK,glycerol kinase GlpK,2164843,2166351,-
SPN23F_RS11405,,helix-turn-helix domain-containing protein,2166510,2167937,-
SPN23F_RS11410,hslO,Hsp33 family molecular chaperone HslO,2168102,2168974,+
SPN23F_RS11415,dusB,tRNA dihydrouridine synthase DusB,2168961,2169941,+
SPN23F_RS12760,pspC,pneumococcal surface protein PspC%2C choline-binding form,2170171,2172795,-
SPN23F_RS11425,,isoprenylcysteine carboxyl methyltransferase family protein,2172874,2173401,-
SPN23F_RS11430,hk06,two-component system sensor histidine kinase HK06,2173496,2174827,-
SPN23F_RS11435,rr06,two-component system response regulator RR06,2174824,2175477,-
SPN23F_RS11445,,ATP-dependent Clp protease ATP-binding subunit,2175798,2178230,-
SPN23F_RS11450,,CtsR family transcriptional regulator,2178232,2178690,-
SPN23F_RS11455,,ABC transporter ATP-binding protein,2178809,2179537,-
SPN23F_RS11460,,ABC transporter substrate-binding protein,2179537,2180544,-
SPN23F_RS11465,,ABC transporter permease,2180583,2181341,-
SPN23F_RS11470,,thiamine-binding protein,2181304,2181594,-
SPN23F_RS11475,cbpD,choline binding-anchored murein hydrolase CbpD,2181850,2183196,-
SPN23F_RS11480,,Veg family protein,2183285,2183551,-
SPN23F_RS11485,dnaB,replicative DNA helicase,2183553,2184905,-
SPN23F_RS11490,rplI,50S ribosomal protein L9,2184949,2185401,-
SPN23F_RS11495,,DHH family phosphoesterase,2185398,2187371,-
SPN23F_RS11500,hpf,ribosome hibernation-promoting factor%2C HPF/YfiA family,2187507,2188055,-
SPN23F_RS11505,,ComF family protein,2188135,2188797,-
SPN23F_RS11510,,DEAD/DEAH box helicase,2188794,2190092,-
SPN23F_RS11515,,YigZ family protein,2190148,2190783,+
SPN23F_RS11520,cysK,cysteine synthase A,2191068,2191988,+
SPN23F_RS11525,,IS66 family transposase,2192227,2192601,-
SPN23F_RS11530,,transposase,2192574,2192882,+
SPN23F_RS11535,tnpB,IS66 family insertion sequence element accessory protein TnpB,2193037,2193360,-
SPN23F_RS11540,tsf,translation elongation factor Ts,2193606,2194646,-
SPN23F_RS11545,rpsB,30S ribosomal protein S2,2194725,2195504,-
SPN23F_RS11550,pcsB,peptidoglycan hydrolase PcsB,2195728,2196906,-
SPN23F_RS11555,mreD,rod shape-determining protein MreD,2197000,2197494,-
SPN23F_RS11560,mreC,rod shape-determining protein MreC,2197494,2198312,-
SPN23F_RS11565,,energy-coupling factor transporter transmembrane component T family protein,2198371,2199165,-
SPN23F_RS11570,,energy-coupling factor transporter ATPase,2199158,2199997,-
SPN23F_RS11575,,energy-coupling factor ABC transporter ATP-binding protein,2199982,2200809,-
SPN23F_RS11580,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,2200806,2201351,-
SPN23F_RS11585,rodZ,cytoskeleton protein RodZ,2201362,2202183,-
SPN23F_RS11590,yfmH,EF-P 5-aminopentanol modification-associated protein YfmH,2202225,2203508,-
SPN23F_RS11595,yfmF,EF-P 5-aminopentanol modification-associated protein YfmF,2203505,2204755,-
SPN23F_RS11600,yaaA,S4 domain-containing protein YaaA,2204914,2205282,+
SPN23F_RS11605,recF,DNA replication/repair protein RecF,2205285,2206382,+
SPN23F_RS11610,guaB,IMP dehydrogenase,2206434,2207912,-
SPN23F_RS11615,trpS,tryptophan--tRNA ligase,2208064,2209089,-
SPN23F_RS11620,,ABC-F family ATP-binding cassette domain-containing protein,2209295,2210917,+
SPN23F_RS11625,,YfhO family protein,2210979,2213531,+
SPN23F_RS14040,,YhgE/Pip family protein,2213561,2215163,-
SPN23F_RS11645,,TetR/AcrR family transcriptional regulator,2215342,2215884,+
SPN23F_RS11660,comE,competence system response regulator transcription factor ComE,2216127,2216879,-
SPN23F_RS11665,comD,competence system sensor histidine kinase ComD,2216876,2218201,-
SPN23F_RS11670,comC,competence-stimulating peptide ComC,2218222,2218347,-
SPN23F_RS11680,rlmH,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH,2218629,2219108,-
SPN23F_RS11685,,S1C family serine protease,2219291,2220472,+
SPN23F_RS11690,,ParB/RepB/Spo0J family partition protein,2220530,2221288,+
